analysis_group	gene	age_week	sample_id	sort_day	sort_type_labels_in_group	subtype_labels_in_group	n_cells	n_detecting_cells	detection_rate	summed_raw_counts	raw_library_sum	CPM	log2CPM1	replicate_caution
broad_TEC	Loxl1	52	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;sTEC	108	94	0.8703703703703703	23168.0	113083488.0	204.8751803623178	7.685626103637502	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl1	52	sort_day_3	3	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	77	61	0.7922077922077922	11787.0	63786953.0	184.7870049538187	7.537505784367541	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl1	52	sort_day_4	4	gmTEC;mTEChi	Intertypical TEC;Mature cTEC;Mature mTEC	4	4	1.0	1449.0	8991697.0	161.14866859948685	7.341173367667713	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl1	52	sort_day_5	5	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC;sTEC	240	195	0.8125	63711.0	263564381.0	241.72841473598058	7.923199195664458	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	1	sort_day_1	1	cTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Tuft-like mTEC	10	3	0.3	1129.0	30170823.0	37.420258638619174	5.2637953259001025	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	1	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	153	61	0.39869281045751637	4085.0	327893570.0	12.458310786637261	3.7504254370290764	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	1	sort_day_3	3	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	101	36	0.3564356435643564	2065.0	175139044.0	11.79063190501371	3.677015635393844	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	1	sort_day_4	4	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC	60	18	0.3	646.0	128527784.0	5.026150610361414	2.591236730367859	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	1	sort_day_5	5	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC	109	38	0.3486238532110092	1572.0	189379328.0	8.300800391476729	3.217354874406409	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	4	sort_day_1	1	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;sTEC	19	4	0.21052631578947367	98.0	21784953.0	4.498517853125503	2.459042786980668	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	4	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	157	44	0.2802547770700637	3801.0	253255005.0	15.008587885558274	4.000774148503409	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	4	sort_day_3	3	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	111	32	0.2882882882882883	1294.0	157007760.0	8.2416308595193	3.208147464772054	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	4	sort_day_4	4	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	162	39	0.24074074074074073	3488.0	296316375.0	11.771202317117979	3.6748224457143834	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	4	sort_day_5	5	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC;sTEC	150	23	0.15333333333333332	1572.0	202216672.0	7.773839735627734	3.133208354097425	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	16	sort_day_1	1	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC	10	0	0.0	0.0	22973034.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	16	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	156	31	0.1987179487179487	2584.0	249285614.0	10.365620215854092	3.506604508292805	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	16	sort_day_3	3	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC	29	4	0.13793103448275862	370.0	48093866.0	7.69328878655752	3.119902070992419	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	16	sort_day_4	4	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC	49	7	0.14285714285714285	143.0	93333956.0	1.5321326356294167	1.3403529765486764	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	16	sort_day_5	5	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC;sTEC	74	13	0.17567567567567569	287.0	73001387.0	3.931432152104178	2.30200668487697	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	32	sort_day_1	1	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	43	5	0.11627906976744186	561.0	105228209.0	5.331270058962992	2.662494934720582	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	32	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Tuft-like mTEC;nTEC;sTEC	87	9	0.10344827586206896	121.0	85632886.0	1.41300854907541	1.270833026903374	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	32	sort_day_3	3	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC;sTEC	148	17	0.11486486486486487	2301.0	131248530.0	17.53162492562774	4.21191748296406	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	32	sort_day_4	4	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	44	4	0.09090909090909091	91.0	93387360.0	0.9744359407954137	0.9814405613176433	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	32	sort_day_5	5	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Perinatal cTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC;sTEC	174	13	0.07471264367816093	625.0	166256571.0	3.759249912594432	2.2507342137323056	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	52	sort_day_1	1	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Tuft-like mTEC;sTEC	52	4	0.07692307692307693	112.0	68109799.0	1.6444036195144256	1.402942394482114	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	52	sort_day_2	2	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;sTEC	108	16	0.14814814814814814	428.0	113083488.0	3.7848142781022105	2.2584629277915753	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	52	sort_day_3	3	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;sTEC	77	14	0.18181818181818182	454.0	63786953.0	7.117442966745879	3.021025343153872	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	52	sort_day_4	4	gmTEC;mTEChi	Intertypical TEC;Mature cTEC;Mature mTEC	4	0	0.0	0.0	8991697.0	0.0	0.0	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
broad_TEC	Loxl2	52	sort_day_5	5	cTEC;gmTEC;mTEChi;mTEClo	Intertypical TEC;Mature cTEC;Mature mTEC;Post-Aire mTEC;Proliferating TEC;Tuft-like mTEC;nTEC;sTEC	240	15	0.0625	583.0	263564381.0	2.2119832649162103	1.6834643761412522	SortDay is used as a sample-level proxy; parsed metadata did not expose a clean donor-level replicate field.
